customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age
ID1438,Male,0,Yes,Yes,70,No,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),85.16,3660.03,No,18.0
ID1439,Female,0,No,Yes,39,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.91,2951.66,No,55.0
ID1440,Female,1,No,No,49,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),85.55,5991.69,No,63.0
ID1441,Male,0,No,Yes,4,Yes,No,No,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,81.28,3397.3,No,81.0
ID1442,Female,0,No,Yes,53,No,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,83.26,5257.65,No,82.0
ID1443,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),73.83,3647.08,Yes,33.0
ID1444,Female,0,No,Yes,21,No,No phone service,DSL,Yes,No,No internet service,No,No,No,One year,No,Mailed check,53.05,129.65,Yes,22.0
ID1445,Male,1,No,No,37,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.42,8632.34,Yes,22.0
ID1446,Female,1,No,No,48,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),65.63,2714.55,Yes,39.0
ID1447,Female,1,Yes,No,0,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,58.49,6255.65,No,74.0
ID1448,Female,0,No,No,35,No,No,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,88.77,3873.2,No,50.0
ID1449,Female,0,No,No,27,No,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,47.07,6248.92,No,36.0
ID1450,Female,0,Yes,No,34,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.17,4738.1,No,80.0
ID1451,Female,0,No,Yes,59,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,117.99,2728.03,No,64.0
ID1452,Female,0,Yes,Yes,61,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),89.86,2007.81,Yes,36.0
ID1453,Female,0,Yes,Yes,45,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,71.23,5097.26,No,58.0
ID1454,Male,1,No,No,60,Yes,No,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.13,7652.79,No,89.0
ID1455,Female,1,No,No,64,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,118.21,4227.41,No,54.0
ID1456,Female,0,Yes,No,25,No,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),47.27,8496.68,No,28.0
ID1457,Female,1,Yes,Yes,34,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.84,3322.78,Yes,63.0
ID1458,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.25,1110.06,No,
ID1459,Female,0,Yes,No,62,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),39.93,3050.75,No,67.0
ID1460,Male,1,Yes,No,3,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,98.08,27.71,No,21.0
ID1461,Female,0,No,No,41,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,31.79,8584.92,Yes,82.0
ID1462,Male,1,Yes,No,44,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.98,8087.98,No,73.0
ID1463,Female,0,Yes,No,38,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,41.14,5290.03,No,88.0
ID1464,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.96,8943.1,Yes,59.0
ID1465,Male,1,Yes,No,21,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,106.08,539.37,Yes,24.0
ID1466,Female,0,Yes,No,10,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,109.08,3796.5,Yes,56.0
ID1467,Male,0,Yes,No,36,No,No,No,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,73.05,5148.29,No,81.0
ID1468,Female,0,No,No,50,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,44.16,2555.71,Yes,56.0
ID1469,Female,1,Yes,Yes,57,Yes,Yes,No,Yes,No,No,No,No,No internet service,One year,No,Electronic check,58.35,3400.78,No,33.0
ID1470,Female,0,No,No,6,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.88,1487.82,Yes,74.0
ID1471,Female,0,No,No,7,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),48.78,7702.68,No,35.0
ID1472,Female,0,No,No,50,No,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.35,7082.77,No,88.0
ID1473,Male,1,No,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,47.83,5385.02,Yes,75.0
ID1474,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),32.15,3169.86,Yes,42.0
ID1475,Female,1,No,Yes,45,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),47.67,3345.53,No,48.0
ID1476,Female,1,No,No,37,No,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,Yes,Mailed check,24.35,6312.73,No,50.0
ID1477,Female,1,No,No,12,No,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,26.24,142.12,Yes,51.0
ID1478,Female,0,Yes,No,6,No,No,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),105.84,3083.59,No,26.0
ID1479,Male,1,No,No,10,No,No phone service,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),37.83,3540.73,No,36.0
ID1480,Female,1,No,No,49,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,104.38,6083.25,No,49.0
ID1481,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,119.59,6608.93,No,29.0
ID1482,Female,1,Yes,No,40,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,59.05,661.4,Yes,45.0
ID1483,Male,0,No,No,28,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),64.78,1459.97,No,38.0
ID1484,Male,1,Yes,No,36,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,48.6,2721.53,No,58.0
ID1485,Male,0,No,Yes,55,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,31.92,91.15,No,49.0
ID1486,Male,0,No,Yes,15,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),83.69,8961.19,No,32.0
ID1487,Female,1,Yes,Yes,43,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),104.8,6424.42,No,61.0
ID1488,Male,1,No,Yes,49,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.94,826.53,Yes,53.0
ID1489,Male,0,Yes,No,70,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),30.93,1106.76,No,33.0
ID1490,Male,0,Yes,No,5,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),80.67,5962.12,Yes,30.0
ID1491,Male,0,No,Yes,17,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,83.93,3023.02,No,71.0
ID1492,Male,0,No,Yes,18,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),88.97,7074.46,Yes,61.0
ID1493,Male,0,Yes,Yes,50,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,26.95,3931.2,Yes,27.0
ID1494,Female,0,Yes,Yes,65,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,89.81,2986.03,Yes,20.0
ID1495,Female,0,No,No,2,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),80.46,3946.45,No,62.0
ID1496,Female,1,No,Yes,53,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,106.81,6423.04,Yes,
ID1497,Male,0,No,No,48,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,36.51,864.82,No,43.0
ID1498,Male,1,Yes,No,27,No,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,26.21,2744.19,No,22.0
ID1499,Female,1,No,No,37,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,101.29,3668.91,Yes,71.0
ID1500,Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,30.29,4272.19,No,74.0
ID1501,Male,0,No,Yes,31,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.01,4742.31,Yes,84.0
ID1502,Male,1,Yes,No,40,No,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,106.89,8921.1,Yes,88.0
ID1503,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),47.83,6668.19,Yes,
ID1504,Male,0,No,Yes,35,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),64.17,5720.79,Yes,54.0
ID1505,Male,1,Yes,No,65,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),81.42,5561.53,Yes,28.0
ID1506,Female,1,Yes,No,9,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,83.91,6785.03,Yes,88.0
ID1507,Female,1,Yes,Yes,69,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.41,7497.0,Yes,39.0
ID1508,Female,0,Yes,No,71,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,26.06,3441.98,Yes,27.0
ID1509,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,97.84,7870.42,No,72.0
ID1510,Female,1,No,Yes,21,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,99.5,7784.63,Yes,81.0
ID1511,Female,0,No,No,19,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),30.43,6377.18,No,85.0
ID1512,Female,1,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),93.97,3853.7,Yes,23.0
ID1513,Male,0,No,Yes,14,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70.39,215.63,Yes,23.0
ID1514,Male,1,Yes,No,6,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,21.26,8058.22,No,68.0
ID1515,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,89.42,6134.95,Yes,35.0
ID1516,Female,1,No,No,9,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),66.08,5592.97,Yes,52.0
ID1517,Female,0,Yes,Yes,36,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,32.67,2035.8,Yes,57.0
ID1518,Male,0,Yes,No,58,No,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,37.58,6804.57,No,44.0
ID1519,Female,1,Yes,Yes,62,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),95.78,3785.14,No,20.0
ID1520,Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,114.53,6741.89,Yes,23.0
ID1521,Female,0,No,No,36,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.4,7089.52,Yes,46.0
ID1522,Male,1,Yes,Yes,44,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.24,8225.2,Yes,72.0
ID1523,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.97,8565.64,No,
ID1524,Male,0,Yes,Yes,42,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),78.68,1990.88,No,77.0
ID1525,Male,0,Yes,Yes,32,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.53,7305.54,Yes,33.0
ID1526,Male,1,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,77.9,6161.73,Yes,41.0
ID1527,Male,1,No,No,43,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.12,4020.68,Yes,49.0
ID1528,Female,1,No,Yes,34,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),84.11,624.46,No,60.0
ID1529,Female,1,No,Yes,24,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,39.43,1884.13,Yes,89.0
ID1530,Male,1,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),94.9,766.19,No,79.0
ID1531,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),66.02,6035.25,No,
ID1532,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),31.29,3672.96,Yes,28.0
ID1533,Male,1,No,Yes,27,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),52.71,6057.08,Yes,30.0
ID1534,Male,0,No,Yes,11,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.15,6646.68,Yes,46.0
ID1535,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),104.34,6347.58,No,71.0
ID1536,Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.69,5179.22,No,46.0
ID1537,Female,0,Yes,Yes,58,No,No phone service,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.19,2141.22,Yes,74.0
ID1538,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),85.23,6939.35,No,
ID1539,Female,1,Yes,Yes,3,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,25.63,8248.83,Yes,36.0
ID1540,Female,0,No,Yes,40,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),34.09,5479.77,Yes,59.0
ID1541,Male,0,No,Yes,44,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),98.71,8631.62,Yes,48.0
ID1542,Female,1,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,54.39,8446.58,Yes,44.0
ID1543,Male,0,No,Yes,12,No,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Credit card (automatic),90.2,4210.9,Yes,68.0
ID1544,Female,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),95.93,8094.49,No,66.0
ID1545,Male,0,Yes,No,31,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.27,7354.3,Yes,31.0
ID1546,Female,1,No,Yes,22,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),78.17,6237.78,Yes,80.0
ID1547,Female,1,Yes,Yes,48,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,69.5,4534.07,Yes,21.0
ID1548,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,59.3,1188.16,Yes,74.0
ID1549,Female,0,Yes,No,46,No,Yes,No,Yes,No,No,No,No internet service,No,Two year,No,Credit card (automatic),34.95,8657.34,No,28.0
ID1550,Female,0,No,No,36,No,No,DSL,No,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),117.29,7706.32,No,60.0
ID1551,Female,0,No,Yes,47,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.19,6530.88,No,57.0
ID1552,Female,0,No,No,28,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,39.43,1962.97,No,57.0
ID1553,Female,0,No,Yes,36,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,103.65,3431.86,Yes,30.0
ID1554,Male,1,No,Yes,22,No,Yes,No,Yes,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),102.24,883.6,Yes,42.0
ID1555,Male,1,No,No,37,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),95.3,5096.54,Yes,24.0
ID1556,Female,0,No,No,43,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),31.57,5809.66,No,23.0
ID1557,Male,1,No,Yes,4,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,21.79,2327.07,Yes,58.0
ID1558,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,90.82,5715.42,No,54.0
ID1559,Female,0,No,No,39,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,40.45,3891.93,Yes,46.0
ID1560,Male,1,Yes,No,10,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.07,8460.43,Yes,36.0
ID1561,Male,1,Yes,Yes,1,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.27,409.88,No,85.0
ID1562,Female,0,Yes,Yes,34,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,57.44,6231.21,No,
ID1563,Male,0,Yes,No,44,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,No,Mailed check,68.75,8976.33,Yes,22.0
ID1564,Female,1,No,Yes,48,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.27,2932.98,Yes,87.0
ID1565,Male,1,No,Yes,34,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),57.89,1519.87,Yes,85.0
ID1566,Female,0,Yes,No,71,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,37.94,1193.68,Yes,64.0
ID1567,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,119.43,7383.8,Yes,44.0
ID1568,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.92,1059.62,No,58.0
ID1569,Male,1,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),35.64,8994.67,Yes,18.0
ID1570,Female,0,Yes,Yes,38,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,23.46,8808.73,Yes,57.0
ID1571,Male,1,Yes,No,47,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,54.43,8640.12,Yes,21.0
ID1572,Female,0,No,Yes,36,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,75.44,3701.7,No,53.0
ID1573,Female,1,Yes,No,59,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.79,2629.92,Yes,
ID1574,Male,1,No,Yes,3,No,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.24,8017.43,Yes,28.0
ID1575,Male,1,No,Yes,22,No,No,No,No,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),64.02,7473.59,No,75.0
ID1576,Male,1,Yes,Yes,13,Yes,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,37.86,7037.63,No,35.0
ID1577,Female,0,Yes,No,4,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,26.97,972.07,Yes,40.0
ID1578,Female,1,Yes,Yes,65,No,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Electronic check,80.13,3861.6,Yes,86.0
ID1579,Female,1,No,Yes,23,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),30.38,6210.91,No,65.0
ID1580,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,92.02,4979.85,Yes,58.0
ID1581,Male,0,No,No,26,No,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,75.35,82.3,No,30.0
ID1582,Female,0,Yes,Yes,23,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),43.25,6279.27,Yes,85.0
ID1583,Female,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,99.45,4852.98,No,75.0
ID1584,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.96,3959.37,No,63.0
ID1585,Male,0,Yes,No,17,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,82.63,6022.36,Yes,32.0
ID1586,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,41.39,2341.62,Yes,89.0
ID1587,Male,1,Yes,Yes,32,No,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),90.65,8069.58,No,87.0
ID1588,Male,1,No,No,41,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),74.06,1605.17,No,85.0
ID1589,Female,1,No,Yes,31,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,73.43,6901.44,No,38.0
ID1590,Female,0,No,Yes,50,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),31.95,126.48,Yes,46.0
ID1591,Male,1,Yes,Yes,3,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),33.51,2609.25,Yes,73.0
ID1592,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),23.23,6473.67,Yes,59.0
ID1593,Male,0,No,No,66,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,44.55,2314.3,No,24.0
ID1594,Female,1,No,Yes,67,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.34,1963.44,Yes,22.0
ID1595,Female,0,Yes,Yes,61,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),55.9,2227.41,Yes,24.0
ID1596,Male,1,Yes,No,57,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,91.29,4022.47,No,64.0
ID1597,Male,0,No,No,46,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,60.75,1638.77,Yes,45.0
ID1598,Male,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,29.32,8576.7,No,44.0
ID1599,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,92.46,4180.08,Yes,75.0
ID1600,Male,1,Yes,No,39,Yes,No,No,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,38.42,5594.48,No,19.0
ID1601,Male,1,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,No,Electronic check,51.5,943.89,No,39.0
ID1602,Male,0,No,No,51,No,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.06,1499.49,Yes,35.0
ID1603,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,75.42,3933.99,No,89.0
ID1604,Male,1,No,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,49.5,56.17,No,28.0
